Constituency,Caste Category,Winner_Political_Party,Winner_Votes,RunnerUp_Political_Party,RunnerUp_Votes,Margin_Winner_VS_RunnerUp_Votes,Others_Votes,Total_Votes_Pooled,Total_Electors,Margin_Electors_VS_Pooled,Religion_won,,,,,,,,,
Arakkonam,GEN,AllIndiaAnnaKazhagam,493534,DravidaMunnetraKazhagam,252768,240766,18921,765223,791887,26664,Hindu,,,,,,,,,
Araku,ST,YSRCongressParty,413191,TeluguDesamParty,321793,91398,32054,767038,801518,34480,Others,,,,,,,,,
Arambagh,SC,AllIndiaTrinamool,748764,CommunistPartyof,401919,346845,21954,1172637,1207518,34881,Hindu,,,,,,,,,
Arani,GEN,AllIndiaAnnaKazhagam,502721,DravidaMunnetraKazhagam,258877,243844,24947,786545,804048,17503,Christian,,,,,,,,,
Araria,GEN,RashtriyaJanataDal,407978,BharatiyaJanataParty,261474,146504,44784,714236,746561,32325,Hindu,,,,,,,,,
Arrah,GEN,BharatiyaJanataParty,391074,RashtriyaJanataDal,255204,135870,28344,674622,696720,22098,Hindu,,,,,,,,,
ArunachalEast,ST,INC,118455,BharatiyaJanataParty,105977,12478,30827,255259,308667,53408,Others,,,,,,,,,
ArunachalWest,ST,BharatiyaJanataParty,169367,INC,127629,41738,17942,314938,357892,42954,Hindu,,,,,,,,,
Asansol,GEN,BharatiyaJanataParty,419983,AllIndiaTrinamool,349503,70480,32497,801983,843049,41066,Hindu,,,,,,,,,
Aska,GEN,BijuJanataDal,541473,INC,229476,311997,43021,813970,834920,20950,Others,,,,,,,,,
Attingal,GEN,CommunistPartyof,392478,INC,323100,69378,15014,730592,769830,39238,Hindu,,,,,,,,,
Aurangabad,GEN,BharatiyaJanataParty,307941,INC,241594,66347,21016,570551,623312,52761,Hindu,,,,,,,,,
Aurangabad,GEN,ShivSena,520902,INC,358902,162000,31660,911464,957334,45870,Hindu,,,,,,,,,
AutonomousDistrict,ST,INC,213152,BharatiyaJanataParty,189057,24095,40230,442439,458692,16253,Christian,,,,,,,,,
Azamgarh,GEN,SamajwadiParty,340306,BharatiyaJanataParty,277102,63204,39504,656912,680770,23858,Others,,,,,,,,,
Badaun,GEN,SamajwadiParty,498378,BharatiyaJanataParty,332031,166347,42926,873335,904647,31312,Muslim,,,,,,,,,
Bagalkot,GEN,BharatiyaJanataParty,571548,INC,454988,116560,15657,1042193,1074286,32093,Hindu,,,,,,,,,
Baghpat,GEN,BharatiyaJanataParty,423475,SamajwadiParty,213609,209866,31186,668270,697030,28760,Hindu,,,,,,,,,
Baharampur,GEN,INC,583549,AllIndiaTrinamool,226982,356567,27401,837932,870269,32337,Hindu,,,,,,,,,
Bahraich,SC,BharatiyaJanataParty,432392,SamajwadiParty,336747,95645,25036,794175,833650,39475,Muslim,,,,,,,,,
Balaghat,GEN,BharatiyaJanataParty,480594,INC,384553,96041,41318,906465,946803,40338,Christian,,,,,,,,,
Balasore,GEN,BijuJanataDal,433768,BharatiyaJanataParty,291943,141825,40132,765843,810698,44855,Others,,,,,,,,,
Ballia,GEN,BharatiyaJanataParty,359758,SamajwadiParty,220324,139434,34360,614442,625570,11128,Others,,,,,,,,,
Balurghat,GEN,AllIndiaTrinamool,409641,RevolutionarySocialistParty,302677,106964,35472,747790,787488,39698,Others,,,,,,,,,
Banaskantha,GEN,BharatiyaJanataParty,507856,INC,305522,202334,38453,851831,884072,32241,Hindu,,,,,,,,,
Banda,GEN,BharatiyaJanataParty,342066,BahujanSamajParty,226278,115788,40973,609317,665894,56577,Hindu,,,,,,,,,
BangaloreCentral,GEN,BharatiyaJanataParty,557130,INC,419630,137500,33958,1010718,1052743,42025,Others,,,,,,,,,
BangaloreNorth,GEN,BharatiyaJanataParty,718326,INC,488562,229764,24580,1231468,1264323,32855,Hindu,,,,,,,,,
BangaloreRural,GEN,INC,652723,BharatiyaJanataParty,421243,231480,29681,1103647,1125671,22024,Hindu,,,,,,,,,
BangaloreSouth,GEN,BharatiyaJanataParty,633816,INC,405241,228575,14888,1053945,1098558,44613,Hindu,,,,,,,,,
Bangaon,SC,AllIndiaTrinamool,539999,CommunistPartyof,328214,211785,30635,898848,956454,57606,Muslim,,,,,,,,,
Banka,GEN,RashtriyaJanataDal,285150,BharatiyaJanataParty,275006,10144,36200,596356,615610,19254,Hindu,,,,,,,,,
Bankura,GEN,AllIndiaTrinamool,483455,CommunistPartyof,384949,98506,22094,890498,920651,30153,Christian,,,,,,,,,
Bansgaon,SC,BharatiyaJanataParty,417959,BahujanSamajParty,228443,189516,39190,685592,742114,56522,Hindu,,,,,,,,,
Banswara,ST,BharatiyaJanataParty,577433,INC,485517,91916,25187,1088137,1115348,27211,Muslim,,,,,,,,,
Bapatla,SC,TeluguDesamParty,578145,YSRCongressParty,545391,32754,47880,1171416,1181806,10390,Others,,,,,,,,,
Barabanki,SC,BharatiyaJanataParty,454214,INC,242336,211878,48235,744785,757118,12333,Hindu,,,,,,,,,
Baramati,GEN,NationalistCongressParty,521562,RashtriyaSamajPaksha,451843,69719,42162,1015567,1050522,34955,Hindu,,,,,,,,,
Baramulla,GEN,JammuandKashmirParty,175277,Jammu&Kashmir,146058,29219,30782,352117,368628,16511,Hindu,,,,,,,,,
Barasat,GEN,AllIndiaTrinamool,525387,AllIndiaForward,352246,173141,24915,902548,932019,29471,Others,,,,,,,,,
BardhamanPurba,SC,AllIndiaTrinamool,574660,CommunistPartyof,460181,114479,14694,1049535,1073780,24245,Others,,,,,,,,,
Bardhaman,GEN,AllIndiaTrinamool,554521,CommunistPartyof,447190,107331,13744,1015455,1063359,47904,Hindu,,,,,,,,,
Bardoli,ST,BharatiyaJanataParty,622769,INC,498885,123884,29229,1150883,1176135,25252,Hindu,,,,,,,,,
Bareilly,GEN,BharatiyaJanataParty,518258,SamajwadiParty,277573,240685,12956,808787,860956,52169,Hindu,,,,,,,,,
Bargarh,GEN,BijuJanataDal,383230,BharatiyaJanataParty,372052,11178,36958,792240,833978,41738,Christian,,,,,,,,,
Barmer,GEN,BharatiyaJanataParty,488747,Independent,401286,87461,12251,902284,929298,27014,Hindu,,,,,,,,,
Barpeta,GEN,AllIndiaUnited,394702,BharatiyaJanataParty,352361,42341,39623,786686,830325,43639,Others,,,,,,,,,
Barrackpore,GEN,AllIndiaTrinamool,479206,CommunistPartyof,272433,206773,10645,762284,777904,15620,Muslim,,,,,,,,,
Basirhat,GEN,AllIndiaTrinamool,492326,CommunistPartyof,382667,109659,20162,895155,920518,25363,Others,,,,,,,,,
Bastar,ST,BharatiyaJanataParty,385829,INC,261470,124359,21946,669245,697804,28559,Hindu,,,,,,,,,
Basti,GEN,BharatiyaJanataParty,357680,SamajwadiParty,324118,33562,47692,729490,743633,14143,Others,,,,,,,,,
Bathinda,GEN,ShiromaniAkaliDal,514727,INC,495332,19395,42726,1052785,1073567,20782,Others,,,,,,,,,
Beed,GEN,BharatiyaJanataParty,635995,NationalistCongressParty,499541,136454,47820,1183356,1241144,57788,Hindu,,,,,,,,,
Begusarai,GEN,BharatiyaJanataParty,428227,RashtriyaJanataDal,369892,58335,10055,808174,858742,50568,Hindu,,,,,,,,,
Belgaum,GEN,BharatiyaJanataParty,554417,INC,478557,75860,24663,1057637,1082176,24539,Hindu,,,,,,,,,
Bellary,ST,BharatiyaJanataParty,534406,INC,449262,85144,12229,995897,1041777,45880,Hindu,,,,,,,,,
Berhampur,GEN,BijuJanataDal,398107,INC,270387,127720,47519,716013,753858,37845,Hindu,,,,,,,,,
Betul,ST,BharatiyaJanataParty,643651,INC,315037,328614,31825,990513,1004221,13708,Hindu,,,,,,,,,
Bhadohi,GEN,BharatiyaJanataParty,403544,BahujanSamajParty,245505,158039,14905,663954,716680,52726,Hindu,,,,,,,,,
Bhadrak,SC,BijuJanataDal,502338,INC,322979,179359,38956,864273,897619,33346,Others,,,,,,,,,
Bhagalpur,GEN,RashtriyaJanataDal,367623,BharatiyaJanataParty,358138,9485,10397,736158,776951,40793,Muslim,,,,,,,,,
Bhandara,GEN,BharatiyaJanataParty,606129,NationalistCongressParty,456875,149254,45011,1108015,1122421,14406,Hindu,,,,,,,,,
Bharatpur,SC,BharatiyaJanataParty,579825,INC,334357,245468,43005,957187,984945,27758,Hindu,,,,,,,,,
Bharuch,GEN,BharatiyaJanataParty,548902,INC,395629,153273,49305,993836,1039678,45842,Hindu,,,,,,,,,
Bhavnagar,GEN,BharatiyaJanataParty,549529,INC,254041,295488,23651,827221,868977,41756,Others,,,,,,,,,
Bhilwara,GEN,BharatiyaJanataParty,630317,INC,384053,246264,40272,1054642,1066648,12006,Hindu,,,,,,,,,
Bhind,SC,BharatiyaJanataParty,404474,INC,244513,159961,44170,693157,708820,15663,Hindu,,,,,,,,,
Bhiwandi,GEN,BharatiyaJanataParty,411070,INC,301620,109450,21681,734371,785701,51330,Hindu,,,,,,,,,
BhiwaniMahendragarh,GEN,BharatiyaJanataParty,404542,IndianNationalLok,275148,129394,43930,723620,733728,10108,Hindu,,,,,,,,,
Bhongir,GEN,TelanganaRashtraSamithi,448245,INC,417751,30494,39300,905296,954451,49155,Hindu,,,,,,,,,
Bhopal,GEN,BharatiyaJanataParty,714178,INC,343482,370696,14917,1072577,1088478,15901,Hindu,,,,,,,,,
Bhubaneswar,GEN,BijuJanataDal,439252,BharatiyaJanataParty,249775,189477,48313,737340,770089,32749,Hindu,,,,,,,,,
Bidar,GEN,BharatiyaJanataParty,459290,INC,367068,92222,15035,841393,852509,11116,Hindu,,,,,,,,,
Bijapur,SC,BharatiyaJanataParty,471757,INC,401938,69819,32735,906430,963655,57225,Hindu,,,,,,,,,
Bijnor,GEN,BharatiyaJanataParty,486913,SamajwadiParty,281139,205774,44708,812760,860468,47708,Hindu,,,,,,,,,
Bikaner,SC,BharatiyaJanataParty,584932,INC,276853,308079,46791,908576,939579,31003,Hindu,,,,,,,,,
Bilaspur,GEN,BharatiyaJanataParty,561387,INC,384951,176436,16642,962980,980905,17925,Hindu,,,,,,,,,
Birbhum,GEN,AllIndiaTrinamool,460568,CommunistPartyof,393305,672,35892,889765,930982,41217,Hindu,,,,,,,,,
Bishnupur,SC,AllIndiaTrinamool,578870,CommunistPartyof,429185,149685,27111,1035166,1084360,49194,Others,,,,,,,,,
Bolangir,GEN,BijuJanataDal,453519,BharatiyaJanataParty,349220,104299,26705,829444,879328,49884,Muslim,,,,,,,,,
Bolpur,SC,AllIndiaTrinamool,630693,CommunistPartyof,394581,236112,42586,1067860,1097843,29983,Christian,,,,,,,,,
Bulandshahr,SC,BharatiyaJanataParty,604449,BahujanSamajParty,182476,421973,22909,809834,823105,13271,Others,,,,,,,,,
Buldhana,GEN,ShivSena,509145,NationalistCongressParty,349566,159579,37661,896372,949425,53053,Hindu,,,,,,,,,
Buxar,GEN,BharatiyaJanataParty,319012,RashtriyaJanataDal,186674,132338,18001,523687,538371,14684,Hindu,,,,,,,,,
Chalakudy,GEN,Independent,358440,INC,344556,13884,21456,724452,777063,52611,Hindu,,,,,,,,,
Chamarajanagar,SC,INC,567782,BharatiyaJanataParty,426600,141182,35644,1030026,1081452,51426,Hindu,,,,,,,,,
Chandauli,GEN,BharatiyaJanataParty,414135,BahujanSamajParty,257379,156756,36565,708079,766981,58902,Muslim,,,,,,,,,
Chandigarh,GEN,BharatiyaJanataParty,191362,INC,121720,69642,32981,346063,389199,43136,Hindu,,,,,,,,,
ChandniChowk,GEN,BharatiyaJanataParty,437938,AamAadmiParty,301618,136320,25451,765007,797526,32519,Hindu,,,,,,,,,
Chandrapur,GEN,BharatiyaJanataParty,508049,INC,271780,236269,23504,803333,813777,10444,Hindu,,,,,,,,,
Chatra,GEN,BharatiyaJanataParty,295862,INC,117836,178026,46779,460477,495570,35093,Hindu,,,,,,,,,
ChennaiCentral,GEN,AllIndiaAnnaKazhagam,333296,DravidaMunnetraKazhagam,287455,45841,39488,660239,718929,58690,Muslim,,,,,,,,,
ChennaiNorth,GEN,AllIndiaAnnaKazhagam,406704,DravidaMunnetraKazhagam,307000,99704,34017,747721,798475,50754,Hindu,,,,,,,,,
ChennaiSouth,GEN,AllIndiaAnnaKazhagam,438404,DravidaMunnetraKazhagam,301779,136625,11055,751238,763353,12115,Muslim,,,,,,,,,
Chevella,GEN,TelanganaRashtraSamithi,435077,INC,362054,73023,26252,823383,848720,25337,Christian,,,,,,,,,
Chhindwara,GEN,INC,559755,BharatiyaJanataParty,443218,116537,22529,1025502,1059921,34419,Hindu,,,,,,,,,
ChhotaUdaipur,ST,BharatiyaJanataParty,607916,INC,428187,179729,30106,1066209,1106987,40778,Hindu,,,,,,,,,
Chidambaram,SC,AllIndiaAnnaKazhagam,429536,ViduthalaiChiruthaigalKatchi,301041,128495,31140,761717,779568,17851,Hindu,,,,,,,,,
Chikballapur,GEN,INC,424800,BharatiyaJanataParty,415280,9520,47289,887369,939598,52229,Others,,,,,,,,,
Chikkodi,GEN,INC,474373,BharatiyaJanataParty,471370,3003,13003,958746,1016910,58164,Others,,,,,,,,,
Chitradurga,SC,INC,467511,BharatiyaJanataParty,366220,101291,34804,868535,895355,26820,Christian,,,,,,,,,
Chittoor,SC,TeluguDesamParty,594862,YSRCongressParty,550724,44138,36911,1182497,1231253,48756,Muslim,,,,,,,,,
Chittorgarh,GEN,BharatiyaJanataParty,703236,INC,386379,316857,38381,1127996,1150113,22117,Hindu,,,,,,,,,
Churu,GEN,BharatiyaJanataParty,595756,BahujanSamajParty,301017,294739,27924,924697,961866,37169,Christian,,,,,,,,,
Coimbatore,GEN,AllIndiaAnnaKazhagam,431717,BharatiyaJanataParty,389701,42016,45357,866775,900166,33391,Muslim,,,,,,,,,
CoochBehar,SC,AllIndiaTrinamool,526499,AllIndiaForward,439392,87107,27536,993427,1039236,45809,Christian,,,,,,,,,
Cuddalore,GEN,AllIndiaAnnaKazhagam,481429,DravidaMunnetraKazhagam,278304,203125,12283,772016,810134,38118,Hindu,,,,,,,,,
Cuttack,GEN,BijuJanataDal,526085,INC,219323,306762,46320,791728,823317,31589,Others,,,,,,,,,
DadraAndNagarHaveli,ST,BharatiyaJanataParty,80790,INC,74576,6214,29903,185269,218420,33151,Hindu,,,,,,,,,
Dahod,ST,BharatiyaJanataParty,511111,INC,280757,230354,11913,803781,848483,44702,Hindu,,,,,,,,,
DakshinaKannada,GEN,BharatiyaJanataParty,642739,INC,499030,143709,12199,1153968,1168288,14320,Hindu,,,,,,,,,
DamanAndDiu,GEN,BharatiyaJanataParty,46960,INC,37738,9222,49659,134357,156959,22602,Hindu,,,,,,,,,
Damoh,GEN,BharatiyaJanataParty,513079,INC,299780,213299,18122,830981,876480,45499,Christian,,,,,,,,,
Darbhanga,GEN,BharatiyaJanataParty,314949,RashtriyaJanataDal,279906,35043,39499,634354,679597,45243,Hindu,,,,,,,,,
Darjeeling,GEN,BharatiyaJanataParty,488257,AllIndiaTrinamool,291018,197239,21638,800913,845533,44620,Hindu,,,,,,,,,
Dausa,ST,BharatiyaJanataParty,315059,NationalPeople'sParty,269655,45404,33205,617919,639781,21862,Hindu,,,,,,,,,
Davanagere,GEN,BharatiyaJanataParty,518894,INC,501287,17607,26770,1046951,1100104,53153,Hindu,,,,,,,,,
Deoria,GEN,BharatiyaJanataParty,496500,BahujanSamajParty,231114,265386,41284,768898,798307,29409,Hindu,,,,,,,,,
Dewas,SC,BharatiyaJanataParty,665646,INC,405333,260313,23191,1094170,1128016,33846,Hindu,,,,,,,,,
Dhanbad,GEN,BharatiyaJanataParty,543491,INC,250537,292954,34109,828137,874033,45896,Hindu,,,,,,,,,
Dhar,ST,BharatiyaJanataParty,558387,INC,454059,104328,30269,1042715,1094381,51666,Christian,,,,,,,,,
Dharmapuri,GEN,PattaliMakkalKatchi,468194,AllIndiaAnnaKazhagam,391048,77146,12908,872150,906424,34274,Others,,,,,,,,,
Dharwad,GEN,BharatiyaJanataParty,545395,INC,431738,113657,42372,1019505,1035830,16325,Hindu,,,,,,,,,
Dhaurahra,GEN,BharatiyaJanataParty,360357,BahujanSamajParty,234682,125675,24865,619904,633990,14086,Hindu,,,,,,,,,
Dhenkanal,GEN,BijuJanataDal,453277,BharatiyaJanataParty,315937,137340,32875,802089,843765,41676,Others,,,,,,,,,
Dhubri,GEN,AllIndiaUnited,592569,INC,362839,229730,14901,970309,1026232,55923,Muslim,,,,,,,,,
Dhule,GEN,BharatiyaJanataParty,529450,INC,398727,130723,29977,958154,1006730,48576,Hindu,,,,,,,,,
DiamondHarbour,GEN,AllIndiaTrinamool,508481,CommunistPartyof,437183,71298,34659,980323,1010242,29919,Hindu,,,,,,,,,
Dibrugarh,ST,BharatiyaJanataParty,494364,INC,309017,185347,20241,823622,882045,58423,Hindu,,,,,,,,,
Dindigul,GEN,AllIndiaAnnaKazhagam,510462,DravidaMunnetraKazhagam,382617,127845,43789,936868,955546,18678,Muslim,,,,,,,,,
Dindori,ST,BharatiyaJanataParty,542784,NationalistCongressParty,295165,247619,31326,869275,904305,35030,Hindu,,,,,,,,,
Domariyaganj,GEN,BharatiyaJanataParty,298845,BahujanSamajParty,195257,103588,10129,504231,517769,13538,Hindu,,,,,,,,,
DumDum,GEN,AllIndiaTrinamool,483244,CommunistPartyof,328310,154934,31472,843026,878374,35348,Hindu,,,,,,,,,
Dumka,ST,JharkhandMuktiMorcha,335815,BharatiyaJanataParty,296785,39030,44487,677087,694149,17062,Others,,,,,,,,,
Durg,GEN,INC,570687,BharatiyaJanataParty,553839,16848,17977,1142503,1201780,59277,Hindu,,,,,,,,,
EastDelhi,GEN,BharatiyaJanataParty,572202,AamAadmiParty,381739,190463,47208,1001149,1025776,24627,Others,,,,,,,,,
Eluru,GEN,TeluguDesamParty,623471,YSRCongressParty,521545,101926,10248,1155264,1175612,20348,Hindu,,,,,,,,,
Ernakulam,GEN,INC,353841,Independent,266794,87047,26507,647142,700083,52941,Hindu,,,,,,,,,
Erode,GEN,AllIndiaAnnaKazhagam,466995,MarumalarchiDravidaMunnetra,255432,211563,30814,753241,771489,18248,Others,,,,,,,,,
Etah,GEN,BharatiyaJanataParty,474978,SamajwadiParty,273977,201001,23305,772260,797548,25288,Hindu,,,,,,,,,
Etawah,SC,BharatiyaJanataParty,439646,SamajwadiParty,266700,172946,43395,749741,792922,43181,Hindu,,,,,,,,,
Faizabad,GEN,BharatiyaJanataParty,491761,SamajwadiParty,208986,282775,17314,718061,738842,20781,Hindu,,,,,,,,,
Faridabad,GEN,BharatiyaJanataParty,652516,INC,185643,466873,42187,880346,911030,30684,Hindu,,,,,,,,,
Faridkot,SC,AamAadmiParty,450751,ShiromaniAkaliDal,278235,172516,49431,778417,833155,54738,Christian,,,,,,,,,
Farrukhabad,GEN,BharatiyaJanataParty,406195,SamajwadiParty,255693,150502,23725,685613,720224,34611,Muslim,,,,,,,,,
FatehgarhSahib,SC,AamAadmiParty,367293,INC,313149,54144,26613,707055,766767,59712,Hindu,,,,,,,,,
Fatehpur,GEN,BharatiyaJanataParty,485994,BahujanSamajParty,298788,187206,37615,822397,845904,23507,Others,,,,,,,,,
FatehpurSikri,GEN,BharatiyaJanataParty,426589,BahujanSamajParty,253483,173106,12316,692388,748260,55872,Hindu,,,,,,,,,
Ferozpur,GEN,ShiromaniAkaliDal,487932,INC,456512,31420,36117,980561,1003880,23319,Christian,,,,,,,,,
Firozabad,GEN,SamajwadiParty,534583,BharatiyaJanataParty,420524,114059,47597,1002704,1049314,46610,Others,,,,,,,,,
Gadchiroli,ST,BharatiyaJanataParty,535982,INC,299112,236870,19590,854684,880868,26184,Hindu,,,,,,,,,
Gandhinagar,GEN,BharatiyaJanataParty,773539,INC,290418,483121,28916,1092873,1128090,35217,Hindu,,,,,,,,,
Ganganagar,SC,BharatiyaJanataParty,658130,INC,366389,291741,14838,1039357,1071404,32047,Others,,,,,,,,,
Garhwal,GEN,BharatiyaJanataParty,405690,INC,221164,184526,39381,666235,692373,26138,Hindu,,,,,,,,,
Gauhati,GEN,BharatiyaJanataParty,764985,INC,449201,315784,31498,1245684,1303528,57844,Christian,,,,,,,,,
GautamBuddhNagar,GEN,BharatiyaJanataParty,599702,SamajwadiParty,319490,280212,18662,937854,992399,54545,Hindu,,,,,,,,,
Gaya,SC,BharatiyaJanataParty,326230,RashtriyaJanataDal,210726,115504,15055,552011,587075,35064,Hindu,,,,,,,,,
Ghatal,GEN,AllIndiaTrinamool,685696,CommunistPartyof,424805,260891,15496,1125997,1141223,15226,Christian,,,,,,,,,
Ghaziabad,GEN,BharatiyaJanataParty,758482,INC,191222,567260,43167,992871,1039023,46152,Hindu,,,,,,,,,
Ghazipur,GEN,BharatiyaJanataParty,306929,SamajwadiParty,274477,32452,46167,627573,663537,35964,Hindu,,,,,,,,,
Ghosi,GEN,BharatiyaJanataParty,379797,BahujanSamajParty,233782,146015,16815,630394,665658,35264,Hindu,,,,,,,,,
Giridih,GEN,BharatiyaJanataParty,391913,JharkhandMuktiMorcha,351600,40313,44612,788125,814996,26871,Others,,,,,,,,,
Godda,GEN,BharatiyaJanataParty,380500,INC,319818,60682,21044,721362,747875,26513,Hindu,,,,,,,,,
Gonda,GEN,BharatiyaJanataParty,359643,SamajwadiParty,199227,160416,11632,570502,623046,52544,Hindu,,,,,,,,,
Gopalganj,SC,BharatiyaJanataParty,478773,INC,191837,286936,31335,701945,729668,27723,Hindu,,,,,,,,,
Gorakhpur,GEN,BharatiyaJanataParty,539127,SamajwadiParty,226344,312783,41402,806873,843751,36878,Hindu,,,,,,,,,
Gulbarga,SC,INC,507193,BharatiyaJanataParty,432460,74733,44196,983849,1010466,26617,Muslim,,,,,,,,,
Guna,GEN,INC,517036,BharatiyaJanataParty,396244,120792,33986,947266,985992,38726,Muslim,,,,,,,,,
Guntur,GEN,TeluguDesamParty,618417,YSRCongressParty,549306,69111,32748,1200471,1234288,33817,Christian,,,,,,,,,
Gurdaspur,GEN,BharatiyaJanataParty,482255,INC,346190,136065,45326,873771,905692,31921,Hindu,,,,,,,,,
Gurgaon,GEN,BharatiyaJanataParty,644780,IndianNationalLok,370058,274722,31126,1045964,1069354,23390,Hindu,,,,,,,,,
Gwalior,GEN,BharatiyaJanataParty,442796,INC,413097,29699,45077,900970,948791,47821,Hindu,,,,,,,,,
Hajipur,SC,LokJanshaktiParty,455652,INC,230152,225500,11488,697292,755936,58644,Others,,,,,,,,,
Hamirpur,GEN,BharatiyaJanataParty,448035,INC,349632,98403,43043,840710,894679,53969,Hindu,,,,,,,,,
Hamirpur,GEN,BharatiyaJanataParty,453884,SamajwadiParty,187096,266788,28803,669783,698473,28690,Hindu,,,,,,,,,
Hardoi,SC,BharatiyaJanataParty,360501,BahujanSamajParty,279158,81343,22380,662039,677678,15639,Hindu,,,,,,,,,
Haridwar,GEN,BharatiyaJanataParty,592320,INC,414498,177822,32511,1039329,1077483,38154,Hindu,,,,,,,,,
Hassan,GEN,JanataDalSecular,509841,INC,409379,100462,16897,936117,981363,45246,Hindu,,,,,,,,,
Hathras,SC,BharatiyaJanataParty,544277,BahujanSamajParty,217891,326386,44426,806594,819012,12418,Hindu,,,,,,,,,
Hatkanangle,GEN,SwabhimaniPaksha,640428,INC,462618,177810,30196,1133242,1145581,12339,Hindu,,,,,,,,,
Haveri,GEN,BharatiyaJanataParty,566790,INC,479219,87571,27769,1073778,1108878,35100,Hindu,,,,,,,,,
Hazaribagh,GEN,BharatiyaJanataParty,406931,INC,247803,159128,26623,681357,712221,30864,Hindu,,,,,,,,,
Hindupur,GEN,TeluguDesamParty,604291,YSRCongressParty,"5,06Z966",97325,11787,616078,645896,29818,Hindu,,,,,,,,,
Hingoli,GEN,INC,467397,ShivSena,465765,1632,25918,959080,996750,37670,Others,,,,,,,,,
Hisar,GEN,IndianNationalLok,494478,HaryanaJanhitCongress,462631,31847,23817,980926,1006908,25982,Others,,,,,,,,,
Hooghly,GEN,AllIndiaTrinamool,614312,CommunistPartyof,425228,189084,16601,1056141,1107354,51213,Others,,,,,,,,,
Hoshangabad,GEN,BharatiyaJanataParty,669128,INC,279168,389960,46974,995270,1015221,19951,Hindu,,,,,,,,,
Hoshiarpur,SC,BharatiyaJanataParty,346643,INC,333061,13582,11223,690927,741053,50126,Hindu,,,,,,,,,
Howrah,GEN,AllIndiaTrinamool,488461,CommunistPartyof,291505,196956,34933,814899,833617,18718,Others,,,,,,,,,
Hyderabad,GEN,AllIndiaMajlis-e-Ittehadul,513868,BharatiyaJanataParty,311414,202454,17754,843036,865516,22480,Others,,,,,,,,,
Idukki,GEN,Independent,382019,INC,331477,50542,31345,744841,773124,28283,Others,,,,,,,,,
Indore,GEN,BharatiyaJanataParty,854972,INC,388071,466901,21397,1264440,1317285,52845,Hindu,,,,,,,,,
InnerManipur,GEN,INC,292102,CommunistPartyof,197428,94674,45822,535352,583967,48615,Others,,,,,,,,,
Jabalpur,GEN,BharatiyaJanataParty,564609,INC,355970,208639,41338,961917,985666,23749,Hindu,,,,,,,,,
Jadavpur,GEN,AllIndiaTrinamool,584244,CommunistPartyof,459041,125203,14081,1057366,1116606,59240,Others,,,,,,,,,
Jagatsinghpur,SC,BijuJanataDal,624492,INC,348098,276394,42612,1015202,1070288,55086,Others,,,,,,,,,
Jahanabad,GEN,RashtriyaLokSamta,322647,RashtriyaJanataDal,280307,42340,43317,646271,701244,54973,Hindu,,,,,,,,,
Jaipur,GEN,BharatiyaJanataParty,863358,INC,324013,539345,17207,1204578,1230480,25902,Others,,,,,,,,,
JaipurRural,GEN,BharatiyaJanataParty,632930,INC,300034,332896,48402,981366,1002635,21269,Hindu,,,,,,,,,
Jajpur,SC,BijuJanataDal,541349,INC,221078,320271,36004,798431,846180,47749,Christian,,,,,,,,,
Jalandhar,SC,INC,380479,ShiromaniAkaliDal,309498,70981,22112,712089,733583,21494,Christian,,,,,,,,,
Jalaun,SC,BharatiyaJanataParty,548631,BahujanSamajParty,261429,287202,25417,835477,874304,38827,Christian,,,,,,,,,
